UniqueID,UsageFrequency,TotalDuration,AverageDuration,TimeSinceLastUse,FirstBorrowDate,CurrentAge,NumericalFrequency,EstimatedUsefulLife,RemainingUsefulLife,CalibrationDue,NextCalibrationDate,NextMaintenanceDate,DepreciationDate,PredictedRUL,EquipmentHealth
ENB205PSXBS0529,10,43.866666667000004,4.3866666667,303.34195030857643,2018-04-25,6.414784394250513,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-04-25,0.0,0.0
ENB205PSXBS053,10,18.083333333,1.8083333332999998,341.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PSXBS0530,10,23.166666667,2.3166666667,303.34195030857643,2018-04-25,6.414784394250513,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-04-25,0.0,0.0
ENB205PSXBS054,10,22.133333333,2.2133333333,340.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PSXBS055,10,139.666666633,13.9666666633,340.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PSXBS056,10,20.283333333999998,2.0283333334,340.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PSXBS057,10,21.55,2.1550000000000002,340.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PSXBS058,10,76.0,7.6,340.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PSXBS059,10,62.45,6.245,340.34195030857643,2018-02-05,6.631074606433949,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-05,0.0,0.0
ENB205PaMRJER1,245,5299.966666671,21.632517006820407,280.34195030857643,2018-01-03,6.721423682409308,2.0,7.0,0.2785763175906917,,2025-09-23 08:12:24.506661,2025-03-24,2025-01-03,0.2785763175906917,3.979661679867024
ENB205PaMRJL83,245,9109.366667011,37.18108843677959,265.34195030857643,2018-01-03,6.721423682409308,2.0,7.0,0.2785763175906917,,2025-09-23 08:12:24.506661,2025-03-24,2025-01-03,0.22286105407255336,3.1837293438936194
ENB205RA1,32,158.48333333,4.9526041665625,2115.3419503085765,2018-01-10,6.702258726899384,2.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2023-01-10,0.0,0.0
ENB205RA2,32,163.900000004,5.121875000125,2113.3419503085765,2018-03-09,6.543463381245722,2.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2023-03-09,0.0,0.0
ENB205RC1,48,963.483333303,20.0725694438125,362.34195030857643,2018-01-12,6.69678302532512,1.0,10.0,3.3032169746748803,,2025-09-23 08:12:24.506661,2025-09-23,2028-01-12,1.3831622176591376,13.831622176591377
ENB205RC2,48,3872.000000259,80.6666666720625,304.34195030857643,2018-02-12,6.611909650924025,1.0,10.0,3.3880903490759753,,2025-09-23 08:12:24.506661,2025-09-23,2028-02-12,2.368925393566051,23.68925393566051
ENB205RDLJAC051,2,13.899999999999999,6.949999999999999,1655.3419503085763,2018-10-22,5.921971252566735,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-10-22,0.0,0.0
ENB205RP4121,15,37.5,2.5,354.34195030857643,2023-10-05,0.9691991786447639,1.0,,,,2025-09-23 08:12:24.506661,2025-09-23,,0.0,
ENB205RP4122,15,37.5,2.5,354.34195030857643,2023-10-05,0.9691991786447639,1.0,,,,2025-09-23 08:12:24.506661,2025-09-23,,0.0,
ENB205RP4Model1,6,34.5,5.75,354.34195030857643,2018-03-10,6.54072553045859,1.0,7.0,0.45927446954140994,,2025-09-23 08:12:24.506661,2025-09-23,2025-03-10,0.30636550308008204,4.376650044001172
