UniqueID,UsageFrequency,TotalDuration,AverageDuration,TimeSinceLastUse,FirstBorrowDate,CurrentAge,NumericalFrequency,EstimatedUsefulLife,RemainingUsefulLife,CalibrationDue,NextCalibrationDate,NextMaintenanceDate,DepreciationDate,PredictedRUL,HealthPercentage,MAE,RMSE,R-squared,F-statistic
ENB204ESA120201,98,7117.266666771,72.62517006909184,1656.3419503085763,2018-02-04,6.633812457221081,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-02-04,0.42520382081818653,8.50407641636373,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204NaCL101471,17,4330.866666667,254.75686274511762,2041.3419503085763,2018-05-11,6.3709787816564,2.0,10.0,3.6290212183436,,2025-09-23 08:12:24.506661,2025-03-24,2028-05-11,4.2568723608435945,42.568723608435945,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204OAI202013,28,1092.083333328,39.002976190285715,320.34195030857643,2018-02-09,6.620123203285421,1.0,15.0,8.37987679671458,,2025-09-23 08:12:24.506661,2025-09-23,2033-02-09,7.555490823631598,50.36993882421066,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204OAI202015,27,219.966666665,8.146913580185185,317.34195030857643,2018-03-09,6.543463381245722,1.0,15.0,8.456536618754278,,2025-09-23 08:12:24.506661,2025-09-23,2033-03-09,7.611974126993405,50.74649417995604,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204OAI202016,27,2438.2166663310004,90.30432097522224,317.34195030857643,2018-03-09,6.543463381245722,1.0,15.0,8.456536618754278,,2025-09-23 08:12:24.506661,2025-09-23,2033-03-09,7.644669646480393,50.964464309869285,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204OAI4,27,155.2,5.748148148148148,321.34195030857643,2018-03-09,6.543463381245722,1.0,15.0,8.456536618754278,,2025-09-23 08:12:24.506661,2025-09-23,2033-03-09,7.6124670217667365,50.74978014511158,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204OP052002,28,112.216666667,4.00773809525,320.34195030857643,2018-02-09,6.620123203285421,1.0,15.0,8.37987679671458,,2025-09-23 08:12:24.506661,2025-09-23,2033-02-09,7.536714291750359,50.244761945002395,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204OW650201,28,167.633333333,5.986904761892857,321.34195030857643,2018-02-09,6.620123203285421,1.0,15.0,8.37987679671458,,2025-09-23 08:12:24.506661,2025-09-23,2033-02-09,7.538138082416947,50.25425388277964,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204PAF080501,4,188.95000003,47.2375000075,347.34195030857643,2019-03-16,5.5249828884325805,1.0,15.0,9.47501711156742,,2025-09-23 08:12:24.506661,2025-09-23,2034-03-16,8.54865762443471,56.991050829564735,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204PB1,4,14.25,3.5625,1993.3419503085763,2019-01-08,5.708418891170431,2.0,10.0,4.291581108829569,,2025-09-23 08:12:24.506661,2025-03-24,2029-01-08,5.159015785670061,51.5901578567006,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204PCN66K1,2,6.25,3.125,1815.3419503085763,2019-02-04,5.634496919917864,2.0,3.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2022-02-04,-0.3448915438851059,-11.496384796170195,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204PSP1,11,118.68333333300001,10.789393939363636,303.34195030857643,2018-02-05,6.631074606433949,2.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2023-02-05,-0.27842734065698904,-5.568546813139781,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204PSP2,11,24.016666666,2.1833333332727274,300.34195030857643,2018-02-05,6.631074606433949,2.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2023-02-05,-0.2638553421043732,-5.2771068420874645,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204PWSR1,33,2282.583333335,69.16919191924242,1673.3419503085763,2018-03-10,6.54072553045859,1.0,10.0,3.45927446954141,,2025-09-23 08:12:24.506661,2025-09-23,2028-03-10,4.207156385048327,42.071563850483265,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204SB1,49,115.983333336,2.36700680277551,1657.3419503085763,2019-02-21,5.587953456536619,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2024-02-21,0.9390671848074974,18.78134369614995,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204UCG049891,78,783.583333333,10.045940170935898,304.34195030857643,2018-06-07,6.297056810403833,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-06-07,-0.3039038540801253,-6.0780770816025065,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204UDAG672011,1,71.5,71.5,686.3419503085763,2022-11-04,1.8863791923340179,4.0,15.0,13.113620807665981,,2025-09-23 08:12:24.506661,2024-12-23,2037-11-04,11.866406194373349,79.10937462915567,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB204XUJSDXAO161,1,4.0,4.0,354.34195030857643,2023-10-05,0.9691991786447639,2.0,5.0,4.030800821355236,,2025-09-23 08:12:24.506661,2025-03-24,2028-10-05,4.9036219914762516,98.07243982952502,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB2051FEDF30H41,8,190.1833333,23.7729166625,1680.3419503085763,2018-10-20,5.927446954141,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-10-20,0.8382722408539798,16.765444817079594,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB2051SDS00F11,8,1533.7666669,191.7208333625,2009.3419503085763,2018-09-16,6.020533880903491,1.0,5.0,0.0,,2025-09-23 08:12:24.506661,2025-09-23,2023-09-16,0.49819616335292993,9.963923267058599,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB20581DT216801,1,1.133333333,1.133333333,1680.3419503085763,2020-02-17,4.59958932238193,2.0,5.0,0.40041067761807003,,2025-09-23 08:12:24.506661,2025-03-24,2025-02-17,2.126422861372121,42.528457227442416,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB205ACS4,22,1508.35,68.56136363636364,303.34195030857643,2018-09-25,5.9958932238193015,2.0,2.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2020-09-25,-2.1419198296113136,-107.09599148056567,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB205ACSBVD043,22,67.133333332,3.0515151514545455,303.34195030857643,2018-05-11,6.3709787816564,2.0,2.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2020-05-11,-2.4600593186848805,-123.00296593424403,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB205ACSBVD051,23,67.099999999,2.9173913043043482,303.34195030857643,2018-01-10,6.702258726899384,2.0,2.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2020-01-10,-2.763949112733859,-138.19745563669295,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
ENB205ACSBVD062,23,116.266666663,5.055072463608695,303.34195030857643,2018-04-11,6.453114305270363,2.0,2.0,0.0,,2025-09-23 08:12:24.506661,2025-03-24,2020-04-11,-2.5401298221389768,-127.00649110694884,0.8053893579287987,1.1402053125883655,0.9338010617193649,919.2398564471581
