Date Borrowed,Date Returned,Quantity,Equipment Name,Time Borrowed,Time Returned,Days Duration,Time Duration,Total Duration,DateTime Borrowed,DateTime Returned,ProcessedName,UniqueID,isReturned
03/01/2018,03/01/2018,1,ECS 3:5 Connectors & Probe,10:45 am,11:15 am,0,0.5,0.5,03/01/2018 10:45,03/01/2018 11:15,connectors,TC102E3C1,1
03/01/2018,03/01/2018,1,Projector,12:15 pm,3:15 pm,0,3,3,03/01/2018 12:15,03/01/2018 15:15,acer projector,ENB205PaMRJER1,1
03/01/2018,03/01/2018,1,Projector,7:30 am,2:15 pm,0,6.75,6.75,03/01/2018 7:30,03/01/2018 14:15,infocus projector,ENB205PIBJBK32,1
03/01/2018,03/01/2018,1,Digital Oscilloscope,12:30 pm,2:30 pm,0,2,2,03/01/2018 12:30,03/01/2018 14:30,digital oscilloscope,ENB204DOU210001,1
03/01/2018,03/01/2018,1,Compression for Digital Flame Photometer,10:15 am,2:15 pm,0,4,4,03/01/2018 10:15,03/01/2018 14:15,digital function generator,ENB205CfDn1,1
03/01/2018,03/01/2018,1,Projector,10:00 am,10:15 am,0,0.25,0.25,03/01/2018 10:00,03/01/2018 10:15,infocus projector,ENB205PaMRJL83,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,10:45 am,2:15 pm,0,3.5,3.5,03/01/2018 10:45,03/01/2018 14:15,arduino stimulator kits and arduino project books,ENB205ASKA1,1
03/01/2018,03/01/2018,1,PSK Modulator/Demodulator,10:30 am,11:45 am,0,1.25,1.25,03/01/2018 10:30,03/01/2018 11:45,pcm modulator/demodulator,ENB205PMETETEKD1,1
03/01/2018,03/01/2018,1,Projector,12:15 pm,12:45 pm,0,0.5,0.5,03/01/2018 12:15,03/01/2018 12:45,infocus projector,ENB205PEX4HL94,1
03/01/2018,03/01/2018,1,Network Interface Card Panel (10 Base-5),12:15 pm,3:00 pm,0,2.75,2.75,03/01/2018 12:15,03/01/2018 15:00,el 2 key,ENB205NICL1,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,10:15 am,2:45 pm,0,4.5,4.5,03/01/2018 10:15,03/01/2018 14:45,arduino stimulator kits and arduino project books,ENB205ASKA2,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,11:30 am,2:15 pm,0,2.75,2.75,03/01/2018 11:30,03/01/2018 14:15,arduino stimulator kits and arduino project books,ENB205ASKA3,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,9:15 am,3:15 pm,0,6,6,03/01/2018 9:15,03/01/2018 15:15,arduino stimulator kits and arduino project books,ENB205ASKA4,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,12:15 pm,1:00 pm,0,0.75,0.75,03/01/2018 12:15,03/01/2018 13:00,arduino stimulator kits and arduino project books,ENB205ASKA5,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,9:45 am,2:15 pm,0,4.5,4.5,03/01/2018 9:45,03/01/2018 14:15,arduino stimulator kits and arduino project books,ENB205ASKA6,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,9:30 am,9:30 am,0,0,0,03/01/2018 9:30,03/01/2018 9:30,arduino stimulator kits and arduino project books,ENB205ASKA7,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,12:00 pm,2:45 pm,0,2.75,2.75,03/01/2018 12:00,03/01/2018 14:45,arduino stimulator kits and arduino project books,ENB205ASKA8,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,12:30 pm,2:30 pm,0,2,2,03/01/2018 12:30,03/01/2018 14:30,arduino stimulator kits and arduino project books,ENB205ASKA9,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,10:15 am,2:00 pm,0,3.75,3.75,03/01/2018 10:15,03/01/2018 14:00,arduino stimulator kits and arduino project books,ENB205ASKA10,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,11:30 am,3:30 pm,0,4,4,03/01/2018 11:30,03/01/2018 15:30,arduino stimulator kits and arduino project books,ENB205ASKA11,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,8:30 am,10:15 am,0,1.75,1.75,03/01/2018 8:30,03/01/2018 10:15,arduino stimulator kits and arduino project books,ENB205ASKA12,1
03/01/2018,03/01/2018,1,Arduino Stimulator Kits and Arduino Project Books,8:00 am,12:15 pm,0,4.25,4.25,03/01/2018 8:00,03/01/2018 12:15,arduino stimulator kits and arduino project books,ENB205ASKA1,1
03/01/2018,03/01/2018,1,Projector,9:30 am,9:45 am,0,0.25,0.25,03/01/2018 9:30,03/01/2018 9:45,infocus projector,TC101PAMRJM31,1
09/01/2018,09/01/2018,1,Projector,11:00 am,3:30 pm,0,4.5,4.5,09/01/2018 11:00,09/01/2018 15:30,acer projector/extension,ENB205PaMRJER1,1
09/01/2018,09/01/2018,1,Projector,12:15 pm,12:15 pm,0,0,0,09/01/2018 12:15,09/01/2018 12:15,infocus projector,ENB205PIBJBK32,1
09/01/2018,09/01/2018,1,Projector,10:00 am,10:15 am,0,0.25,0.25,09/01/2018 10:00,09/01/2018 10:15,acer projector,ENB205PaMRJL83,1
10/01/2018,10/01/2018,1,Adapter,7:30 am,5:00 pm,0,9.5,9.5,10/01/2018 7:30,10/01/2018 17:00,adaptor,ENB205ACSBVD051,1
10/01/2018,10/01/2018,1,Remote,11:45 am,4:30 pm,0,4.75,4.75,10/01/2018 11:45,10/01/2018 16:30,tv with remote,ENB205RA1,1
10/01/2018,10/01/2018,1,Projector,2:15 pm,4:45 pm,0,2.5,2.5,10/01/2018 14:15,10/01/2018 16:45,infocus projector,ENB205PEX4HL94,1
10/01/2018,10/01/2018,1,Projector,9:45 am,11:45 am,0,2,2,10/01/2018 9:45,10/01/2018 11:45,infocus projector/extension,TC101PAMRJM31,1
10/01/2018,10/01/2018,1,Projector,10:00 am,5:00 pm,0,7,7,10/01/2018 10:00,10/01/2018 17:00,acer projector,ENB205PaMRJER1,1
10/01/2018,10/01/2018,1,Projector,11:00 am,1:30 pm,0,2.5,2.5,10/01/2018 11:00,10/01/2018 13:30,acer projector,ENB205PIBJBK32,1
10/01/2018,10/01/2018,1,Media Converter,9:15 am,12:15 pm,0,3,3,10/01/2018 9:15,10/01/2018 12:15,aver media,ENB205MC201311,1
12/01/2018,12/01/2018,1,Projector,8:00 am,10:50 am,0,2.833333333,2.833333333,12/01/2018 8:00,12/01/2018 10:50,acer projector,ENB205PaMRJL83,1
12/01/2018,12/01/2018,1,Madison Cable (Blue),3:30 pm,4:50 pm,0,1.333333333,1.333333333,12/01/2018 15:30,12/01/2018 16:50,hdmi cable,ENB205MC1,1
12/01/2018,12/01/2018,1,RCA Connector,8:00 am,10:50 am,0,2.833333333,2.833333333,12/01/2018 8:00,12/01/2018 10:50,hdmi connector,ENB205RC1,1
12/01/2018,12/01/2018,1,Micro Cutting Plier (Nipper),3:45 pm,4:13 pm,0,0.466666667,0.466666667,12/01/2018 15:45,12/01/2018 16:13,pliera,ENB205MCPPK1,1
12/01/2018,12/01/2018,1,Projector,12:00 pm,2:02 pm,0,2.033333333,2.033333333,12/01/2018 12:00,12/01/2018 14:02,infocus projector,ENB205PEX4HL94,1
12/01/2018,12/01/2018,1,Projector,12:00 pm,3:30 pm,0,3.5,3.5,12/01/2018 12:00,12/01/2018 15:30,acer projector,TC101PAMRJM31,1
12/01/2018,12/01/2018,1,Projector,2:02 pm,4:00 pm,0,1.966666667,1.966666667,12/01/2018 14:02,12/01/2018 16:00,infocus projector,ENB205PaMRJER1,1
03/02/2018,03/02/2018,1,Projector,7:30 am,9:30 am,0,2,2,03/02/2018 7:30,03/02/2018 9:30,acer projector,ENB205PIBJBK32,1
03/02/2018,03/02/2018,1,Projector,1:30 pm,2:00 pm,0,0.5,0.5,03/02/2018 13:30,03/02/2018 14:00,infocus projector,ENB205PaMRJL83,1
04/02/2018,04/02/2018,1,Projector,8:45 am,10:15 am,0,1.5,1.5,04/02/2018 8:45,04/02/2018 10:15,acer projector,ENB205PEX4HL94,1
04/02/2018,04/02/2018,1,Function Genarator,8:45 am,1:00 pm,0,4.25,4.25,04/02/2018 8:45,04/02/2018 13:00,function generatoreration,ENB201FGMSO6031,1
04/02/2018,04/02/2018,1,Electronic Scale,9:00 am,9:45 am,0,0.75,0.75,04/02/2018 9:00,04/02/2018 9:45,electronic scale,ENB204ESA120201,1
04/02/2018,04/02/2018,1,Negative Multitester,8:00 am,4:00 pm,0,8,8,04/02/2018 8:00,04/02/2018 16:00,negative multitester,ENB205NM1,1
04/02/2018,04/02/2018,1,Projector,10:30 am,4:00 pm,0,5.5,5.5,04/02/2018 10:30,04/02/2018 16:00,infocus projector,TC101PAMRJM31,1
04/02/2018,04/02/2018,1,Function Genarator,1:00 pm,2:15 pm,0,1.25,1.25,04/02/2018 13:00,04/02/2018 14:15,function generator,ENB201FGMSO6032,1
04/02/2018,04/02/2018,1,USB Cord,9:30 am,3:45 pm,0,6.25,6.25,04/02/2018 9:30,04/02/2018 15:45,extension cord,ENB205UC1,1
04/02/2018,04/03/2018,1,Cable Tester,1:30 pm,11:00 am,27,21.5,669.5,04/02/2018 13:30,04/03/2018 11:00,cable tester,ENB205CTPK1,1
04/02/2018,04/02/2018,1,Projector,1:30 pm,2:30 pm,0,1,1,04/02/2018 13:30,04/02/2018 14:30,infocus projector,ENB205PaMRJER1,1
04/02/2018,04/02/2018,2,Digital Logic Probe,11:45 am,4:00 pm,0,4.25,4.25,04/02/2018 11:45,04/02/2018 16:00,probe,ENB205DLP1,1
04/02/2018,04/02/2018,2,Digital Logic Probe,11:45 am,4:00 pm,0,4.25,4.25,04/02/2018 11:45,04/02/2018 16:00,probe,ENB205DLP1,1
04/02/2018,04/02/2018,1,Digital Oscilloscope,10:45 am,5:00 pm,0,6.25,6.25,04/02/2018 10:45,04/02/2018 17:00,digital oscilloscope,ENB204DOU210002,1
05/02/2018,05/02/2018,1,Projector,9:45 am,5:00 pm,0,7.25,7.25,05/02/2018 9:45,05/02/2018 17:00,infocus projector,ENB205PIBJBK32,1
05/02/2018,05/07/2018,1,Anemometer,8:15 am,12:45 pm,150,4.5,3604.5,05/02/2018 8:15,05/07/2018 12:45,anemometer,ENB205ADI1,1
05/02/2018,05/03/2018,1,Projector,3:30 pm,9:00 am,27,17.5,665.5,05/02/2018 15:30,05/03/2018 9:00,infocus projector,ENB205PaMRJL83,1
05/02/2018,05/03/2018,1,Arduino Stimulator Kits and Arduino Project Books,9:00 am,12:45 pm,28,3.75,675.75,05/02/2018 9:00,05/03/2018 12:45,arduino stimulator kits and arduino project books,ENB205ASKA2,1
05/02/2018,05/02/2018,1,Multimeter,8:15 am,12:00 pm,0,3.75,3.75,05/02/2018 8:15,05/02/2018 12:00,multimeter,ENB205M1,1
05/02/2018,05/02/2018,1,Projector,10:30 am,3:30 pm,0,5,5,05/02/2018 10:30,05/02/2018 15:30,infocus projector,ENB205PEX4HL94,1
05/02/2018,05/02/2018,1,DSP Development and Experiment System (Phase 1),1:15 pm,1:30 pm,0,0.25,0.25,05/02/2018 13:15,05/02/2018 13:30,el 1 key,ENB205DDaDL1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,2:45 pm,0,6,6,05/02/2018 8:45,05/02/2018 14:45,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,2:45 pm,0,6,6,05/02/2018 8:45,05/02/2018 14:45,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,2:45 pm,0,6,6,05/02/2018 8:45,05/02/2018 14:45,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,2:45 pm,0,6,6,05/02/2018 8:45,05/02/2018 14:45,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,2:45 pm,0,6,6,05/02/2018 8:45,05/02/2018 14:45,multimeter,ENB205M1,1
05/02/2018,05/02/2018,6,Power Supply,10:15 am,12:00 pm,0,1.75,1.75,05/02/2018 10:15,05/02/2018 12:00,power supply,ENB204PSP1,1
05/02/2018,05/02/2018,6,Power Supply,10:15 am,12:00 pm,0,1.75,1.75,05/02/2018 10:15,05/02/2018 12:00,power supply,ENB204PSP2,1
05/02/2018,05/02/2018,6,Power Supply,10:15 am,12:00 pm,0,1.75,1.75,05/02/2018 10:15,05/02/2018 12:00,power supply,ENB205PSDL140371,1
05/02/2018,05/02/2018,6,Power Supply,10:15 am,12:00 pm,0,1.75,1.75,05/02/2018 10:15,05/02/2018 12:00,power supply,ENB205PSXBS051,1
05/02/2018,05/02/2018,6,Power Supply,10:15 am,12:00 pm,0,1.75,1.75,05/02/2018 10:15,05/02/2018 12:00,power supply,ENB205PSXBS052,1
05/02/2018,05/02/2018,6,Power Supply,10:15 am,12:00 pm,0,1.75,1.75,05/02/2018 10:15,05/02/2018 12:00,power supply,ENB205PSXBS053,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,1:30 pm,0,4.75,4.75,05/02/2018 8:45,05/02/2018 13:30,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,1:30 pm,0,4.75,4.75,05/02/2018 8:45,05/02/2018 13:30,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,1:30 pm,0,4.75,4.75,05/02/2018 8:45,05/02/2018 13:30,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,1:30 pm,0,4.75,4.75,05/02/2018 8:45,05/02/2018 13:30,multimeter,ENB205M1,1
05/02/2018,05/02/2018,5,Multimeter,8:45 am,1:30 pm,0,4.75,4.75,05/02/2018 8:45,05/02/2018 13:30,multimeter,ENB205M1,1
05/02/2018,05/02/2018,6,Power Supply,3:15 pm,4:45 pm,0,1.5,1.5,05/02/2018 15:15,05/02/2018 16:45,power supply,ENB205PSXBS054,1
05/02/2018,05/02/2018,6,Power Supply,3:15 pm,4:45 pm,0,1.5,1.5,05/02/2018 15:15,05/02/2018 16:45,power supply,ENB205PSXBS055,1
05/02/2018,05/02/2018,6,Power Supply,3:15 pm,4:45 pm,0,1.5,1.5,05/02/2018 15:15,05/02/2018 16:45,power supply,ENB205PSXBS056,1
05/02/2018,05/02/2018,6,Power Supply,3:15 pm,4:45 pm,0,1.5,1.5,05/02/2018 15:15,05/02/2018 16:45,power supply,ENB205PSXBS057,1
05/02/2018,05/02/2018,6,Power Supply,3:15 pm,4:45 pm,0,1.5,1.5,05/02/2018 15:15,05/02/2018 16:45,power supply,ENB205PSXBS058,1
05/02/2018,05/02/2018,6,Power Supply,3:15 pm,4:45 pm,0,1.5,1.5,05/02/2018 15:15,05/02/2018 16:45,power supply,ENB205PSXBS059,1
05/02/2018,05/02/2018,1,Clamp Meter,8:15 am,11:30 am,0,3.25,3.25,05/02/2018 8:15,05/02/2018 11:30,clamp meter,ENB205CM1,1
07/02/2018,07/02/2018,1,Projector,10:00 am,12:00 pm,0,2,2,07/02/2018 10:00,07/02/2018 12:00,infocus projector,TC101PAMRJM31,1
07/02/2018,07/02/2018,1,Projector,11:15 am,2:00 pm,0,2.75,2.75,07/02/2018 11:15,07/02/2018 14:00,infocus projector,ENB205PaMRJER1,1
07/02/2018,07/02/2018,1,Projector,8:00 am,3:30 pm,0,7.5,7.5,07/02/2018 8:00,07/02/2018 15:30,acer projector,ENB205PIBJBK32,1
09/02/2018,09/02/2018,1,Oscilloscope,12:30 pm,3:00 pm,0,2.5,2.5,09/02/2018 12:30,09/02/2018 15:00,oscilloscope,ENB204OW650201,1
09/02/2018,09/02/2018,2,Digital Logic Probe,1:30 pm,3:30 pm,0,2,2,09/02/2018 13:30,09/02/2018 15:30,probe,ENB205DLP1,1
09/02/2018,09/02/2018,2,Digital Logic Probe,1:30 pm,3:30 pm,0,2,2,09/02/2018 13:30,09/02/2018 15:30,probe,ENB205DLP1,1
09/02/2018,09/02/2018,1,Projector,11:45 am,2:45 pm,0,3,3,09/02/2018 11:45,09/02/2018 14:45,acer projector,ENB205PaMRJL83,1
09/02/2018,09/02/2018,1,Function Genarator,10:30 am,3:45 pm,0,5.25,5.25,09/02/2018 10:30,09/02/2018 15:45,function generator,ENB201FGMSO6031,1
09/02/2018,09/02/2018,2,Digital Logic Probe,11:30 am,4:30 pm,0,5,5,09/02/2018 11:30,09/02/2018 16:30,probe,ENB205DLP1,1
09/02/2018,09/02/2018,2,Digital Logic Probe,11:30 am,4:30 pm,0,5,5,09/02/2018 11:30,09/02/2018 16:30,probe,ENB205DLP1,1
09/02/2018,09/02/2018,1,Power Supply,10:30 am,11:15 am,0,0.75,0.75,09/02/2018 10:30,09/02/2018 11:15,power supply,ENB205PSXBS0510,1
09/02/2018,09/02/2018,1,Function Genarator,10:45 am,12:15 pm,0,1.5,1.5,09/02/2018 10:45,09/02/2018 12:15,function generator,ENB201FGMSO6032,1
09/02/2018,09/02/2018,1,Negative Multitester,8:45 am,4:00 pm,0,7.25,7.25,09/02/2018 8:45,09/02/2018 16:00,negative multitester,ENB205NM2,1
09/02/2018,09/02/2018,1,Negative Multitester,7:45 am,12:45 pm,0,5,5,09/02/2018 7:45,09/02/2018 12:45,negative multitester,ENB205NM3,1
09/02/2018,09/02/2018,1,Power Supply,10:30 am,1:15 pm,0,2.75,2.75,09/02/2018 10:30,09/02/2018 13:15,power supply,ENB205PSXBS0511,1
09/02/2018,09/02/2018,1,Power Supply,8:00 am,3:45 pm,0,7.75,7.75,09/02/2018 8:00,09/02/2018 15:45,power supply,ENB205PSXBS0512,1
09/02/2018,09/02/2018,1,Function Genarator,1:45 pm,2:30 pm,0,0.75,0.75,09/02/2018 13:45,09/02/2018 14:30,function generator,ENB201FGMSO6031,1
09/02/2018,09/02/2018,1,Projector,8:15 am,4:15 pm,0,8,8,09/02/2018 8:15,09/02/2018 16:15,projector,ENB205PEX4HL94,1
09/02/2018,09/02/2018,1,Oscilloscope,9:00 am,4:15 pm,0,7.25,7.25,09/02/2018 9:00,09/02/2018 16:15,oscilloscope,ENB204OP052002,1
09/02/2018,09/02/2018,1,Oscilloscope,10:15 am,2:45 pm,0,4.5,4.5,09/02/2018 10:15,09/02/2018 14:45,oscilloscope,ENB204OAI202013,1
09/02/2018,09/02/2018,2,Digital Logic Probe,11:45 am,12:15 pm,0,0.5,0.5,09/02/2018 11:45,09/02/2018 12:15,probe,ENB205DLP1,1
09/02/2018,09/02/2018,2,Digital Logic Probe,11:45 am,12:15 pm,0,0.5,0.5,09/02/2018 11:45,09/02/2018 12:15,probe,ENB205DLP1,1
09/02/2018,09/02/2018,1,Negative Multitester,12:30 pm,1:30 pm,0,1,1,09/02/2018 12:30,09/02/2018 13:30,negative multitester,ENB205NM4,1
10/02/2018,10/02/2018,1,Projector,9:30 am,9:45 am,0,0.25,0.25,10/02/2018 9:30,10/02/2018 9:45,acer projector,TC101PAMRJM31,1
10/02/2018,10/02/2018,1,Projector,12:15 pm,3:30 pm,0,3.25,3.25,10/02/2018 12:15,10/02/2018 15:30,acer projector,ENB205PaMRJER1,1
10/02/2018,10/02/2018,1,Projector,9:45 am,10:00 am,0,0.25,0.25,10/02/2018 9:45,10/02/2018 10:00,acer projector,ENB205PIBJBK32,1
10/02/2018,10/02/2018,1,Projector,10:15 am,1:45 pm,0,3.5,3.5,10/02/2018 10:15,10/02/2018 13:45,acer projector,ENB205PaMRJL83,1
11/02/2018,11/03/2018,1,Cable Tester,2:00 pm,3:30 pm,28,1.5,673.5,11/02/2018 14:00,11/03/2018 15:30,tester,ENB205CT2,1
11/02/2018,11/02/2018,2,Power Supply ( Function Generator),12:15 pm,2:00 pm,0,1.75,1.75,11/02/2018 12:15,11/02/2018 14:00,function generator etek,ENB205PS1,1
11/02/2018,11/02/2018,2,Power Supply ( Function Generator),12:15 pm,2:00 pm,0,1.75,1.75,11/02/2018 12:15,11/02/2018 14:00,function generator etek,ENB205PS2,1
12/02/2018,12/02/2018,1,Projector,8:01 am,11:30 am,0,3.483333333,3.483333333,12/02/2018 8:01,12/02/2018 11:30,acer projector,ENB205PEX4HL94,1
12/02/2018,12/02/2018,1,RCA Connector,8:01 am,11:30 am,0,3.483333333,3.483333333,12/02/2018 8:01,12/02/2018 11:30,hdmi connector,ENB205RC2,1
12/02/2018,12/02/2018,1,HB 011 Dead Weigh  Pressure Tester,10:00 am,3:40 pm,0,5.666666667,5.666666667,12/02/2018 10:00,12/02/2018 15:40,thesis tester,TC102H0DEC1,1
28/02/2018,28/02/2018,1,Projector,10:30 am,1:30 pm,0,3,3,28/02/2018 10:30,28/02/2018 13:30,acer projector,TC101PAMRJM31,1
28/02/2018,28/03/2018,2,METER STICK,12:54 pm,3:07 pm,28,2.216666667,674.2166667,28/02/2018 12:54,28/03/2018 15:07,meter stick,ER201MS1,1
28/02/2018,28/03/2018,2,METER STICK,12:54 pm,3:07 pm,28,2.216666667,674.2166667,28/02/2018 12:54,28/03/2018 15:07,meter stick,ER201MS1,1
01/03/2018,01/03/2018,1,RCA Connector,2:00 pm,2:30 pm,0,0.5,0.5,01/03/2018 14:00,01/03/2018 14:30,hdmi connector,ENB205RC1,1
03/03/2018,03/03/2018,1,Arduino Stimulator Kits and Arduino Project Books,11:15 am,11:45 am,0,0.5,0.5,03/03/2018 11:15,03/03/2018 11:45,arduino stimulator kits and arduino project books,ENB205ASKA3,1
03/03/2018,03/03/2018,1,HP Compact Centrifugal PumptestSet,7:30 am,1:00 pm,0,5.5,5.5,03/03/2018 7:30,03/03/2018 13:00,centrifugal pump,ENB205HCC154491,1
03/03/2018,03/03/2018,2,Network Interface Card Panel (10 Base-5),8:45 am,5:00 pm,0,8.25,8.25,03/03/2018 8:45,03/03/2018 17:00,el 2  el3b,ENB205NICL2,1
03/03/2018,03/03/2018,2,Network Interface Card Panel (10 Base-5),8:45 am,5:00 pm,0,8.25,8.25,03/03/2018 8:45,03/03/2018 17:00,el 2  el3b,ENB205NICL3,1
03/03/2018,03/03/2018,1,Function Generator/ Power Supply,9:30 am,3:00 pm,0,5.5,5.5,03/03/2018 9:30,03/03/2018 15:00,function generator/ power supply,ENB205FGPETEKF1,1
03/03/2018,03/03/2018,1,PSK Modulator/Demodulator,9:00 am,12:45 pm,0,3.75,3.75,03/03/2018 9:00,03/03/2018 12:45,pwm modulator/demodulator,ENB205PMETETEKD1,1
03/03/2018,03/03/2018,1,Projector,11:30 am,3:30 pm,0,4,4,03/03/2018 11:30,03/03/2018 15:30,acer projector,ENB205PaMRJER1,1
04/03/2018,04/05/2018,1,Projector,3:00 pm,12:45 pm,60,21.75,1461.75,04/03/2018 15:00,04/05/2018 12:45,acer projector,ENB205PIBJBK32,1
04/03/2018,04/05/2018,5,Design of Cicuits,2:45 pm,2:45 pm,61,0,1464,04/03/2018 14:45,04/05/2018 14:45,of weights,ENB205DoCLGS04201,1
04/03/2018,04/05/2018,5,Design of Cicuits,2:45 pm,2:45 pm,61,0,1464,04/03/2018 14:45,04/05/2018 14:45,of weights,ENB205DoCLGS04201,1
04/03/2018,04/05/2018,5,Design of Cicuits,2:45 pm,2:45 pm,61,0,1464,04/03/2018 14:45,04/05/2018 14:45,of weights,ENB205DoCLGS04201,1
04/03/2018,04/05/2018,5,Design of Cicuits,2:45 pm,2:45 pm,61,0,1464,04/03/2018 14:45,04/05/2018 14:45,of weights,ENB205DoCLGS04201,1
04/03/2018,04/05/2018,5,Design of Cicuits,2:45 pm,2:45 pm,61,0,1464,04/03/2018 14:45,04/05/2018 14:45,of weights,ENB205DoCLGS04201,1
04/03/2018,04/03/2018,1,Electronic Scale,10:45 am,12:15 pm,0,1.5,1.5,04/03/2018 10:45,04/03/2018 12:15,electronic scale,ENB204ESA120201,1
04/03/2018,04/04/2018,2,Digital Logic Probe,10:30 am,3:30 pm,31,5,749,04/03/2018 10:30,04/04/2018 15:30,probe,ENB205DLP1,1
04/03/2018,04/04/2018,2,Digital Logic Probe,10:30 am,3:30 pm,31,5,749,04/03/2018 10:30,04/04/2018 15:30,probe,ENB205DLP1,1
04/03/2018,04/05/2018,1,Electronic Scale,12:30 pm,9:30 am,60,21,1461,04/03/2018 12:30,04/05/2018 9:30,electronic scale,ENB204ESA120201,1
04/03/2018,04/03/2018,2,Digital Logic Probe,10:15 am,11:45 am,0,1.5,1.5,04/03/2018 10:15,04/03/2018 11:45,probe,ENB205DLP1,1
04/03/2018,04/03/2018,2,Digital Logic Probe,10:15 am,11:45 am,0,1.5,1.5,04/03/2018 10:15,04/03/2018 11:45,probe,ENB205DLP1,1
04/03/2018,04/04/2018,1,Digital Oscilloscope,8:15 am,3:15 pm,31,7,751,04/03/2018 8:15,04/04/2018 15:15,digital oscilloscope,ENB201DORDG1D11,1
04/03/2018,04/04/2018,1,Projector,1:45 pm,11:45 am,30,22,742,04/03/2018 13:45,04/04/2018 11:45,infocus projector,ENB205PaMRJL83,1
04/03/2018,04/03/2018,2,Positive Multitester Probe,10:00 am,11:45 am,0,1.75,1.75,04/03/2018 10:00,04/03/2018 11:45,multitester,ENB205PMP1,1
04/03/2018,04/03/2018,2,Positive Multitester Probe,10:00 am,11:45 am,0,1.75,1.75,04/03/2018 10:00,04/03/2018 11:45,multitester,ENB205PMP2,1
04/03/2018,04/04/2018,1,Function Genarator,1:45 pm,10:30 am,30,20.75,740.75,04/03/2018 13:45,04/04/2018 10:30,function generator,ENB201FGMSO6032,1
04/03/2018,04/03/2018,1,Digital Power Supply,9:00 am,12:45 pm,0,3.75,3.75,04/03/2018 9:00,04/03/2018 12:45,digital power supply,ENB204DPSML111353,1
04/03/2018,04/03/2018,1,Projector,12:15 pm,2:45 pm,0,2.5,2.5,04/03/2018 12:15,04/03/2018 14:45,infocus projector,ENB205PEX4HL94,1
04/03/2018,04/04/2018,1,Function Genarator,4:00 pm,10:45 am,30,18.75,738.75,04/03/2018 16:00,04/04/2018 10:45,function generator,ENB201FGMSO6031,1
04/03/2018,04/03/2018,1,Digital Oscilloscope,12:15 pm,4:15 pm,0,4,4,04/03/2018 12:15,04/03/2018 16:15,digital oscilloscope,ENB201DORDS1EU2,1
05/03/2018,05/03/2018,1,Super Multi-DVD Writer,9:00 am,1:15 pm,0,4.25,4.25,05/03/2018 9:00,05/03/2018 13:15,multi tester,ENB205SMWL1,1
05/03/2018,05/03/2018,1,Super Multi-DVD Writer,2:30 pm,2:30 pm,0,0,0,05/03/2018 14:30,05/03/2018 14:30,multi tester,ENB205SMWL1,1
05/03/2018,05/03/2018,1,Digital Power Supply,9:30 am,4:30 pm,0,7,7,05/03/2018 9:30,05/03/2018 16:30,digital power supply,ENB204DPSH101004,1
05/03/2018,05/03/2018,1,Projector,8:45 am,10:00 am,0,1.25,1.25,05/03/2018 8:45,05/03/2018 10:00,infocus projector,TC101PAMRJM31,1
05/03/2018,05/03/2018,1,Madison Cable (Blue),1:00 pm,1:45 pm,0,0.75,0.75,05/03/2018 13:00,05/03/2018 13:45,hdmi cable,ENB205MC2,1
05/03/2018,05/03/2018,1,Projector,11:30 am,2:30 pm,0,3,3,05/03/2018 11:30,05/03/2018 14:30,infocus projector,ENB205PaMRJER1,1
05/03/2018,05/03/2018,1,Projector,2:15 pm,4:15 pm,0,2,2,05/03/2018 14:15,05/03/2018 16:15,acer porjector,ENB205PIBJBK32,1
05/03/2018,05/03/2018,1,Digital Multimeter,11:00 am,2:00 pm,0,3,3,05/03/2018 11:00,05/03/2018 14:00,digital multimeter,ENB205DMAM00091,1
05/03/2018,05/03/2018,1,Madison Cable (Blue),10:15 am,3:45 pm,0,5.5,5.5,05/03/2018 10:15,05/03/2018 15:45,hdmi cable,ENB205MC1,1
